,affix,Derived Word,Source Word
1670,ism,birtherism,birther
1672,ism,bullionism,bullion
1673,ism,cantonalism,cantonal
1675,ism,carnism,carnis
1678,ism,casualism,casual
1679,ism,catastrophism,catastrophe
1680,ism,causalism,causal
1682,ism,ceremonialism,ceremonial
1683,ism,charlatanism,charlatan
1685,ism,chartism,chart
1686,ism,childism,child
1688,ism,chromaticism,chromatic
1691,ism,cinchonism,cinchona
1692,ism,clientelism,clientele
1693,ism,cognitivism,cognitive
1694,ism,coherentism,coherent
1695,ism,collectivism,collective
1696,ism,colonialism,colonial
1697,ism,commensalism,commensal
1698,ism,communitarianism,communitarian
1699,ism,compatibilist,compatible
1700,ism,computationalism,computational
1701,ism,conceptualism,conceptual
1703,ism,concretism,concrete
1704,ism,confessionalism,confessional
1706,ism,conservationism,conservation
1707,ism,constructivism,constructive
1709,ism,consumerism,consumer
1710,ism,contextualism,contextual
1711,ism,contractarianism,contractarian
1713,ism,contractualism,contractual
1714,ism,conventionalism,conventional
1715,ism,convictism,convict
1716,ism,cosmopolitism,cosmopolite
1717,ism,creationism,creation
1721,ism,cretinism,cretin
1722,ism,criticism,critic
1723,ism,cultism,cult
1725,ism,culturalism,cultural
1728,ism,culturism,culture
1730,ism,decisionism,decision
1731,ism,declinism,decline
1732,ism,deconstructionism,deconstruction
1734,ism,deflationism,deflation
1737,ism,demonism,demon
1738,ism,denialism,denial
1739,ism,deviationism,deviation
1740,ism,dialecticism,dialectic
1742,ism,diffusionism,diffusion
1743,ism,dilettantism,dilettante
1745,ism,dominionism,dominion
1747,ism,dwarfism,dwarf
1750,ism,economism,economy
1751,ism,ecumenism,ecumene
1754,ism,egalitarianism,egalitarian
1756,ism,egotism,ego
1758,ism,electoralism,electoral
1759,ism,elementalism,elemental
1760,ism,emergentism,emergent
1761,ism,emotionalism,emotional
1763,ism,entryism,entry
1764,ism,equalitarianism,equalitarian
1765,ism,eroticism,erotic
1767,ism,evangelicalism,evangelical
1770,ism,evidentialism,evidential
1772,ism,evolutionism,evolution
1774,ism,exclusionism,exclusion
1776,ism,exoticism,exotic
1778,ism,experientialism,experiential
1779,ism,experimentalism,experimental
1780,ism,expressivism,expressive
1782,ism,externalism,external
1784,ism,extropianism,extropian
1786,ism,fallibilism,fallible
1787,ism,fanaticism,fanatic
1790,ism,fatalism,fatal
1792,ism,favism,fava
1793,ism,feederism,feeder
1794,ism,feudalism,feudal
1796,ism,fictionalism,fictional
1797,ism,foreignism,foreign
1798,ism,formalism,formal
1803,ism,foundationalism,foundational
1805,ism,fraternalism,fraternal
1806,ism,freeganism,freegan
1807,ism,freneticism,frenetic
1810,ism,frotteurism,frotteur
1812,ism,functionalism,functional
1814,ism,fundamentalism,fundamental
1820,ism,futurism,future
1821,ism,genderism,gender
1822,ism,generalism,general
1823,ism,gradualism,gradual
1826,ism,gypsyism,gypsy
1829,ism,heightism,height
1831,ism,hermeticism,hermetic
1832,ism,historicism,historic
1835,ism,homoeroticism,homoerotic
1838,ism,hospitalism,hospital
1839,ism,hucksterism,huckster
1841,ism,humanism,human
1843,ism,humanitarianism,humanitarian
1844,ism,humoralism,humoral
1848,ism,humorism,humor
1849,ism,hypnotism,hypnotise
1850,ism,idealism,ideal
1852,ism,illegalism,ilegal
1854,ism,illeism,ille
1855,ism,illiberalism,illiberal
1858,ism,illusionism,illusion
1860,ism,immediatism,immediate
1861,ism,incendiarism,incendiary
1863,ism,inclusionism,inclusion
1865,ism,inclusivism,inclusive
1868,ism,indifferentism,indifferent
1869,ism,individualism,individualisme
1870,ism,inductivism,inductive
1872,ism,inferentialism,inferential
1873,ism,inflationism,inflation
1874,ism,informalism,informal
1876,ism,intellectualism,intellectual
1877,ism,internalism,internal
1878,ism,interpretivism,interpretive
1879,ism,invalidism,invalid
1880,ism,irrealism,irreal
1881,ism,jihadism,jihad
1882,ism,kineticism,kinetic
1883,ism,labourism,labour
1885,ism,landlordism,landlord
1889,ism,larrikinism,larrikin
1890,ism,legalism,legal
1891,ism,lesbianism,lesbian
1893,ism,libertarianism,libertarian
1894,ism,lifestylism,lifestyle
1895,ism,liquidationism,liquidation
1897,ism,localizationism,localization
1898,ism,locoism,loco
1899,ism,lyrism,lyre
1900,ism,magnetism,magnet
1902,ism,manganism,manganese
1903,ism,manorialism,manorial
1904,ism,medievalism,medieval
1907,ism,meliorism,melior
1908,ism,mentalism,mental
1909,ism,migrationism,migration
1911,ism,millenarianism,millenarian
1912,ism,minarchism,minimum
1913,ism,modernism,modern
1916,ism,monasticism,monastic
1917,ism,monolingualism,monolingual
1919,ism,mosaicism,mosaic
1920,ism,multiculturalism,multicultural
1921,ism,multinationalism,multinational
1923,ism,multipartyism,multiparty
1924,ism,municipalism,municipal
1926,ism,muralism,mural
1927,ism,mutationism,mutation
1928,ism,mutualism,mutualisme
1929,ism,nahualism,nahual
1931,ism,nationism,nation
1933,ism,nativism,native
1934,ism,neuroticism,neurotic
1937,ism,neutralism,neutral
1939,ism,nominalism,nominalisme
1941,ism,obstructionism,obstruction
1942,ism,occasionalism,occasional
1943,ism,operationism,operation
1944,ism,optimalism,optimal
1945,ism,oralism,oral
1946,ism,panopticism,panoptic
1949,ism,parallelism,parallel
1956,ism,parliamentarianism,parliamentarian
1959,ism,particularism,particular
1960,ism,paternalism,paternal
1961,ism,patrimonialism,patrimonial
1962,ism,pauperism,pauper
1964,ism,peripateticism,peripatetic
1966,ism,personalism,personal
1967,ism,piebaldism,piebald
1968,ism,pietism,piety
1969,ism,piquerism,piquer
1970,ism,plagiarism,plagiary
1971,ism,platformism,platform
1972,ism,pluralism,plural
1977,ism,polyorchidism,polyorchid
1978,ism,prebendalism,prebendal
1979,ism,predestinarianism,predestinarian
1981,ism,preformationism,preformation
1982,ism,premillennialism,premillennial
1983,ism,preservationism,preservation
1985,ism,primitivism,primitive
1989,ism,primordialism,primordial
1991,ism,principlism,principle
1992,ism,producerism,producer
1993,ism,productivism,productive
1994,ism,prohibitionism,prohibition
1995,ism,protectionism,protectionnisme
1996,ism,quadrupedalism,quadrupedal
1998,ism,quietism,quiet
1999,ism,radicalism,radical
2000,ism,rationalism,rational
2001,ism,realism,reell
2002,ism,reconstructionism,reconstruction
2003,ism,regenerationism,regeneration
2004,ism,regionalism,regional
2005,ism,reincarnationism,reincarnation
2007,ism,relationism,relation
2008,ism,relativism,relative
2010,ism,reliabilism,reliable
2012,ism,religionism,religion
2013,ism,representationalism,representational
2014,ism,restorationism,restoration
2016,ism,revisionism,revision
2018,ism,revolutionism,revolution
2021,ism,ritualism,ritual
2022,ism,rockism,rock
2023,ism,rowdyism,rowdy
2025,ism,ruralism,rural
2029,ism,sacramentalism,sacramental
2031,ism,sardonicism,sardonic
2033,ism,savantism,savant
2035,ism,secessionism,secession
2036,ism,segregationism,segregation
2037,ism,sensationalism,sensational
2038,ism,sensualism,sensual
2040,ism,sentimentalism,sentimental
2041,ism,sexism,sex
2042,ism,sexualism,sexual
2044,ism,shamanism,shaman
2046,ism,shamateurism,shamateur
2048,ism,simulationism,simulation
2050,ism,socialism,socialisme
2054,ism,solipsism,solus
2055,ism,sovereignism,sovereign
2057,ism,speciesism,species
2058,ism,spectralism,spectral
2059,ism,spiritualism,spiritual
2065,ism,statism,state
2067,ism,stoicism,stoic
2068,ism,structuralism,structural
2071,ism,subjectivism,subjective
2074,ism,substantivalism,substantival
2075,ism,successionism,succession
2076,ism,supersessionism,supersession
2077,ism,syncretism,syncretismus
2079,ism,terrorism,terrorisme
2081,ism,totalitarianism,totalitarian
2083,ism,totemism,totem
2084,ism,tourism,tour
2086,ism,traducianism,traducian
2090,ism,transformationalism,transformational
2095,ism,transgenderism,transgender
2097,ism,trialism,trial
2098,ism,tricameralism,tricameral
2099,ism,triumphalism,triumphal
2107,ism,trivialism,trivial
2108,ism,tsarism,tsar
2109,ism,unicameralism,unicameral
2110,ism,unilingualism,unilingual
2112,ism,vanguardism,vanguard
2113,ism,veganism,vegan
2114,ism,vegetarianism,vegetarian
2115,ism,verificationism,verification
2116,ism,vernacularism,vernacular
2117,ism,virtualism,virtual
2118,ism,vitalism,vital
2119,ism,voluntarism,voluntary
2122,ism,voyeurism,voyeur
2123,ism,warlordism,warlord
2124,ism,welfarism,welfare
2126,ism,westernism,western
2127,ly,vicariously,vicarious
2128,ly,abashedly,abashed
2129,ly,abaxially,abaxial
2130,ly,aberrantly,aberrant
2131,ly,abjectly,abject
2132,ly,ablatively,ablative
2133,ly,abnormally,abnormal
2135,ly,abominably,abominable
2136,ly,abortively,abortive
2137,ly,abrasively,abrasive
2140,ly,abruptly,abrupt
2141,ly,absently,absent
2142,ly,absolutely,absolute
2145,ly,absorbingly,absorbing
2146,ly,abstractedly,abstracted
2147,ly,abstractly,abstract
2148,ly,absurdly,absurd
2150,ly,abusively,abusive
2151,ly,abysmally,abysmal
2152,ly,academically,academical
2153,ly,acceptably,acceptable
2155,ly,accessibly,accessible
2156,ly,accidentally,accidental
2157,ly,accordingly,according
2158,ly,accountably,accountable
2159,ly,accumulatively,accumulative
2160,ly,accurately,accurate
2161,ly,accusingly,accusing
2162,ly,achingly,aching
2163,ly,acoustically,acoustical
2164,ly,actionably,actionable
2165,ly,actively,active
2166,ly,actorly,actor
2167,ly,actuarially,actuarial
2168,ly,acutely,acute
2169,ly,adaxially,adaxial
2170,ly,additionally,additional
2171,ly,adequately,adequate
2172,ly,adhesively,adhesive
2173,ly,adjectivally,adjectival
2174,ly,adjunctively,adjunctive
2175,ly,administratively,administrative
2176,ly,admirably,admirable
2180,ly,admiringly,admiring
2181,ly,adorably,adorable
2183,ly,adoringly,adoring
2184,ly,adroitly,adroit
2186,ly,adventurously,adventurous
2187,ly,adverbially,adverbial
2188,ly,adversarially,adversarial
2189,ly,adversely,adverse
2190,ly,aerially,aerial
2192,ly,affably,affable
2193,ly,affectedly,affected
2194,ly,affectingly,affecting
2195,ly,affectionately,affectionate
2196,ly,affluently,affluent
2197,ly,aggravatingly,aggravating
2198,ly,aggressively,aggressive
2199,ly,agilely,agile
2200,ly,agitatedly,agitated
2201,ly,agonizingly,agonizing
2204,ly,agreeably,agreeable
2205,ly,agriculturally,agricultural
2207,ly,aimlessly,aimless
2208,ly,airily,airy
2209,ly,alarmingly,alarming
2211,ly,alchemically,alchemical
2213,ly,alertly,alert
2214,ly,allegorically,allegorical
2215,ly,alliteratively,alliterative
2216,ly,allusively,allusive
2217,ly,alphabetically,alphabetical
2218,ly,alternately,alternate
2219,ly,alternatingly,alternating
2220,ly,alternatively,alternative
2221,ly,altitudinally,altitudinal
2222,ly,amazingly,amazing
2225,ly,ambidextrously,ambidextrous
2226,ly,ambiguously,ambiguous
2227,ly,ambitiously,ambitious
2228,ly,amiably,amiable
2229,ly,amicably,amicable
2230,ly,amorally,amoral
2231,ly,amorously,amorous
2232,ly,amorphously,amorphous
2233,ly,amphitheatrically,amphitheatrical
2234,ly,amply,ample
2235,ly,androgynously,androgynous
2237,ly,anecdotally,anecdotal
2239,ly,angrily,angry
2240,ly,angularly,angular
2241,ly,animatedly,animated
2242,ly,annoyingly,annoying
2243,ly,annually,annual
2244,ly,anonymously,anonymous
2245,ly,antarafacially,antarafacial
2246,ly,antiphonally,antiphonal
2247,ly,anxiously,anxious
2249,ly,apically,apical
2250,ly,apocryphally,apocryphal
2251,ly,apodictically,apodictical
2252,ly,appealingly,appealing
2253,ly,appositely,apposite
2254,ly,appreciably,appreciable
2255,ly,apprehensively,apprehensive
2256,ly,appropriately,appropriate
2257,ly,approvingly,approving
2258,ly,aptly,apt
2259,ly,arbitrarily,arbitrary
2261,ly,archeologically,archeological
2263,ly,archetypically,archetypical
2264,ly,archivally,archival
2266,ly,archly,arch
2267,ly,arcuately,arcuate
2268,ly,arduously,arduous
2269,ly,argumentatively,argumentative
2270,ly,arrestingly,arresting
2272,ly,arrogantly,arrogant
2273,ly,artfully,artful
2274,ly,articularly,articular
2275,ly,artificially,artificial
2276,ly,artisanally,artisanal
2277,ly,asexually,asexual
2278,ly,assiduously,assiduous
2279,ly,assortatively,assortative
2280,ly,assumably,assumable
2281,ly,assumingly,assuming
2282,ly,assuredly,assured
2283,ly,astoundingly,astounding
2284,ly,astringently,astringent
2285,ly,astronomically,astronomical
2287,ly,asynchronously,asynchronous
2288,ly,atrociously,atrocious
2289,ly,attentively,attentive
2290,ly,attitudinally,attitudinal
2291,ly,attractively,attractive
2292,ly,attributively,attributive
2293,ly,atypically,atypical
2294,ly,audaciously,audacious
2296,ly,audibly,audible
2297,ly,augustly,august
2299,ly,aurally,aural
2300,ly,auspiciously,auspicious
2301,ly,austerely,austere
2302,ly,authoritatively,authoritative
2303,ly,autonomously,autonomous
2304,ly,autosomally,autosomal
2305,ly,avoidably,avoidable
2306,ly,awesomely,awesome
2307,ly,awfully,awful
2308,ly,awkwardly,awkward
2309,ly,axially,axial
2310,ly,backhandedly,backhanded
2311,ly,badly,bad
2313,ly,barely,bare
2317,ly,basely,base
2318,ly,bawdily,bawdy
2319,ly,beardly,beard
2321,ly,bearly,bear
2323,ly,beautifully,beautiful
2326,ly,beely,bee
2329,ly,believably,believable
2330,ly,bendingly,bending
2331,ly,benevolently,benevolent
2332,ly,biaxially,biaxial
2333,ly,biblically,biblical
2334,ly,bicamerally,bicameral
2335,ly,biennially,biennial
2336,ly,bigamously,bigamous
2337,ly,bilingually,bilingual
2338,ly,bimodally,bimodal
2339,ly,binaurally,binaural
2341,ly,binocularly,binocular
2342,ly,biotechnologically,biotechnological
2343,ly,bipedally,bipedal
2344,ly,birationally,birational
2345,ly,bitterly,bitter
2346,ly,bizarrely,bizarre
2347,ly,blackly,black
2348,ly,blamelessly,blameless
2349,ly,blandly,bland
2350,ly,blasphemously,blasphemous
2351,ly,blazingly,blazing
2353,ly,bleakly,bleak
2354,ly,blessedly,blessed
2355,ly,blindingly,blinding
2356,ly,blindly,blind
2357,ly,blisteringly,blistering
2358,ly,blithely,blithe
2360,ly,bloodily,bloody
2361,ly,bluely,blue
2362,ly,bluntly,blunt
2363,ly,blurrily,blurry
2364,ly,blushingly,blushing
2366,ly,bogglingly,boggling
2368,ly,boldly,bold
2369,ly,boringly,boring
2370,ly,botanically,botanical
2371,ly,boundlessly,boundless
2372,ly,bracingly,bracing
2373,ly,brainly,brain
2374,ly,bravely,brave
2375,ly,breakingly,breaking
2376,ly,breathtakingly,breathtaking
2378,ly,briefly,brief
2379,ly,brightly,bright
2380,ly,brilliantly,brilliant
2381,ly,broadly,broad
2382,ly,brokenheartedly,brokenhearted
2383,ly,brusquely,brusque
2384,ly,brutally,brutal
2385,ly,buccally,buccal
2386,ly,buccolingually,buccolingual
2387,ly,bulbously,bulbous
2388,ly,burningly,burning
2389,ly,busily,busily
2390,ly,cagily,cagy
2391,ly,calamitously,calamitous
2392,ly,calculatingly,calculating
2393,ly,calmly,calm
2394,ly,candidly,candid
2395,ly,cannily,canny
2396,ly,canonically,canonical
2397,ly,capacitively,capacitive
2399,ly,capitally,capital
2400,ly,capriciously,capricious
2401,ly,captivatingly,captivating
2402,ly,cardinally,cardinal
2403,ly,cardiovascularly,cardiovascular
2404,ly,carnally,carnal
2405,ly,cartoonishly,cartoonish
2407,ly,casually,casual
2408,ly,causally,causal
2409,ly,cautiously,cautious
2410,ly,cavalierly,cavalier
2411,ly,celestially,celestial
2412,ly,cellularly,cellular
2414,ly,centrally,central
2415,ly,centrifugally,centrifugal
2416,ly,ceremonially,ceremonial
2417,ly,ceremoniously,ceremonious
2418,ly,certainly,certain
2420,ly,certifiably,certifiable
2421,ly,challengingly,challenging
2423,ly,changeably,changeable
2424,ly,charmingly,charming
2425,ly,cheaply,cheap
2426,ly,cheerfully,cheerful
2427,ly,cheerily,cheery
2428,ly,chiefly,chief
2429,ly,childishly,childish
2430,ly,chillingly,chilling
2431,ly,chronologically,chronological
2433,ly,churningly,churning
2434,ly,circularly,circular
2435,ly,circumferentially,circumferential
2436,ly,circumglobally,circumglobal
2437,ly,circumspectly,circumspect
2438,ly,civilly,civil
2439,ly,clandestinely,clandestine
2441,ly,classically,classical
2443,ly,classicly,classic
2445,ly,clearly,clerely
2449,ly,cleverly,clever
2451,ly,climatologically,climatological
2452,ly,clonally,clonal
2455,ly,closely,close
2458,ly,cluelessly,clueless
2459,ly,clunkily,clunky
2460,ly,coarsely,coarse
2461,ly,coherently,coherent
2462,ly,cohesively,cohesive
2463,ly,coldly,cold
2464,ly,collaterally,collateral
2466,ly,collectively,collective
2467,ly,collegially,collegial
2468,ly,collegiately,collegiate
2470,ly,collusively,collusive
2471,ly,colorfully,colorful
2472,ly,combinatorially,combinatorial
2473,ly,comfortably,comfortable
2474,ly,comically,comical
2475,ly,commandingly,commanding
2476,ly,commendably,commendable
2477,ly,commensally,commensal
2478,ly,commercially,commercial
2480,ly,commutatively,commutative
2481,ly,compactly,compact
